NCM;DESCRIÇÃO;ALÍQUOTA (%)
0304.53.00;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae;0
0304.54.00;-- Espadarte (Xiphias gladius);0
0304.55.00;-- Merluza negra e merluza antártica (Dissostichus spp.);0
0304.59.00;-- Outros;0
0304.6;- Filés de tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.), congelados:;
0304.61.00;-- Tilápias (Oreochromis spp.);0
0304.62;-- Bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.);
0304.62.10;Bagre (Ictalurus puntactus);0
0304.62.90;Outros;0
0304.63.00;-- Perca-do-nilo (Lates niloticus);0
0304.69.00;-- Outros;0
0304.7;- Filés de peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, congelados:;
0304.71.00;-- Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);0
0304.72.00;-- Haddock ou lubina (Melanogrammus aeglefinus);0
0304.73.00;-- Saithe (Pollachius virens);0
0304.74.00;-- Merluzas e abróteas (Merluccius spp., Urophycis spp.);0
0304.75.00;-- Merluza-do-alasca (Theragra chalcogramma);0
0304.79.00;-- Outros;0
0304.8;- Filés de outros peixes, congelados:;
0304.81.00;-- Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho);0
0304.82.00;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster);0
0304.83.00;-- Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae);0
0304.84.00;-- Espadarte (Xiphias gladius);0
0304.85;-- Merluza negra e merluza antártica (Dissostichus spp.);
0304.85.10;Merluza negra (Dissostichus eleginoides);0
0304.85.20;Merluza antártica (Dissostichus mawsoni);0
0304.86.00;-- Arenques (Clupea harengus, Clupea pallasii);0
0304.87.00;-- Atuns (do gênero Thunnus), bonito-listrado (Euthynnus (Katsuwonus) pelamis);0
0304.89;-- Outros;
0304.89.10;Pargo (Lutjanus purpureus);0
0304.89.20;Cherne-poveiro (Polyprion americanus);0
0304.89.30;Garoupas (Acanthistius spp.);0
0304.89.40;Tubarão-azul (Prionace glauca);0
0304.89.90;Outros;0
0304.9;- Outros, congelados:;
0304.91.00;-- Espadarte (Xiphias gladius);0
0304.92;-- Merluza negra e merluza antártica (Dissostichus spp.);
0304.92.1;Merluza negra (Dissostichus eleginoides);
0304.92.11;Bochechas (cheeks);0
0304.92.12;Colares (collars);0
0304.92.19;Outros;0
0304.92.2;Merluza antártica (Dissostichus mawsoni);
0304.92.21;Bochechas (cheeks);0
0304.92.22;Colares (collars);0
0304.92.29;Outros;0
0304.93.00;-- Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.);0
0304.94.00;-- Merluza-do-alasca (Theragra chalcogramma);0
0304.95.00;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto a merluza-do-alasca (Theragra chalcogramma);0
0304.99.00;-- Outros;0
0305.10.00;- Farinhas, pós e pellets, de peixe, próprios para alimentação humana;0
0305.20.00;- Fígados, ovas e sêmen, de peixes, secos, defumados, salgados ou em salmoura;0
0305.3;- Filés de peixes, secos, salgados ou em salmoura, mas não defumados:;
0305.31.00;-- Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.);0
0305.32;-- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae;
0305.32.10;Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);0
0305.32.20;Saithe (Pollachius virens);0
0305.32.90;Outros;0
0305.39;-- Outros;
0305.39.10;Ling (Molva molva) e zarbo (Brosme brosme);0
0305.39.90;Outros;0
0305.4;- Peixes defumados, mesmo em filés, exceto desperdícios comestíveis de peixes:;
0305.41.00;-- Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho);5
0305.42.00;-- Arenques (Clupea harengus, Clupea pallasii);5
0305.43.00;-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster);0
0305.44.00;-- Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.);0
0305.49;-- Outros;
0305.49.10;Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);5
0305.49.20;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme);0
0305.49.90;Outros;0
0305.5;- Peixes secos, exceto desperdícios comestíveis de peixes, mesmo salgados, mas não defumados:;
0305.51.00;-- Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);5
0305.59;-- Outros;
0305.59.10;Das espécies citadas na Nota Complementar 1 deste Capítulo;5
0305.59.90;Outros;5
0305.6;- Peixes salgados, não secos nem defumados e peixes em salmoura, exceto desperdícios comestíveis de peixes:;
0305.61.00;-- Arenques (Clupea harengus, Clupea pallasii);5
0305.62.00;-- Bacalhau-do-atlântico (Gadus mohrua), bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);5
0305.63.00;-- Anchovas (Engraulis spp.);0
0305.64.00;-- Tilápias (Oreochromis spp.), bagres (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de-serpente (Channa spp.);0
0305.69;-- Outros;
0305.69.10;Saithe (Pollachius virens), ling (Molva molva) e zarbo (Brosme brosme);0
0305.69.90;Outros;0
0305.7;- Barbatanas, cabeças, caudas, bexigas natatórias e outros desperdícios comestíveis de peixes:;
0305.71.00;-- Barbatanas de tubarão;0
0305.72.00;-- Cabeças, caudas e bexigas natatórias, de peixes;5
0305.79.00;-- Outros;5
0306.1;- Congelados:;
0306.11;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);
0306.11.10;Inteiras;0
0306.11.90;Outras;0
0306.12.00;-- Lavagantes (Homarus spp.);0
0306.14.00;-- Caranguejos;0
0306.15.00;-- Lagosta norueguesa (Nephrops norvegicus);0
0306.16;-- Camarões de água fria (Pandalus spp., Crangon crangon);
0306.16.10;Inteiros;0
0306.16.90;Outros;0
0306.17;-- Outros camarões;
0306.17.10;Inteiros;0
0306.17.90;Outros;0
0306.19;-- Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana;
0306.19.10;Krill (Euphausia superba);0
0306.19.90;Outros;0
0306.2;- Não congelados:;
0306.21.00;-- Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);0
0306.22.00;-- Lavagantes (Homarus spp.);0
0306.24.00;-- Caranguejos;0
0306.25.00;-- Lagosta norueguesa (Nephrops norvegicus);0
0306.26.00;-- Camarões de água fria (Pandalus spp., Crangon crangon);0
0306.27.00;-- Outros camarões;0
0306.29;-- Outros, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana;
0306.29.10;Lagosta de água doce (Cherax quadricarinatus);0
0306.29.90;Outros;0
0307.1;- Ostras:;
0307.11.00;-- Vivas, frescas ou refrigeradas;0
0307.19.00;-- Outras;0
0307.2;- Vieiras e outros mariscos dos gêneros Pecten, Chlamys ou Placopecten:;
0307.21.00;-- Vivos, frescos ou refrigerados;0
0307.29.00;-- Outros;0
0307.3;- Mexilhões (Mytilus spp., Perna spp.):;
0307.31.00;-- Vivos, frescos ou refrigerados;0
0307.39.00;-- Outros;0
0307.4;"- Sépias (Sepia officinalis, Rossia macrosoma, Sepiola spp.); lulas (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.):";
0307.41.00;-- Vivas, frescas ou refrigeradas;0
0307.49;-- Outras;
0307.49.1;Congeladas;
0307.49.11;Lulas (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.);0
0307.49.19;Outras;0
0307.49.90;Outras;0
0307.5;- Polvos (Octopus spp.):;
0307.51.00;-- Vivos, frescos ou refrigerados;0
0307.59;-- Outros;
0307.59.10;Congelados;0
0307.59.90;Outros;0
0307.60.00;- Caracóis, exceto os do mar;0
0307.7;- Ameijoas, berbigões e arcas (famílias Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae e Veneridae):;
0307.71.00;-- Vivos, frescos ou refrigerados;0
0307.79.00;-- Outros;0
0307.8;- Abalones (Haliotis spp.):;
0307.81.00;-- Vivos, frescos ou refrigerados;0
0307.89.00;-- Outros;0
0307.9;- Outros, incluindo as farinhas, pós e pellets, próprios para alimentação humana:;
0307.91.00;-- Vivos, frescos ou refrigerados;0
0307.99.00;-- Outros;0
0308.1;- Pepinos-do-mar (Stichopus japonicus, Holothurioidea):;
0308.11.00;-- Vivos, frescos ou refrigerados;0
0308.19.00;-- Outros;0
0308.2;- Ouriços-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus):;
0308.21.00;-- Vivos, frescos ou refrigerados;0
0308.29.00;-- Outros;0
0308.30.00;- Medusas (águas-vivas) (Rhopilema spp.);0
0308.90.00;- Outros;0
04.01;Leite e creme de leite, não concentrados nem adicionados de açúcar ou de outros edulcorantes.;
04.02;Leite e creme de leite, concentrados ou adicionados de açúcar ou de outros edulcorantes.;
04.03;Leitelho, leite e creme de leite coalhados, iogurte, quefir e outros leites e cremes de leite fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizados ou adicionados de frutas ou de cacau.;
04.04;"Soro de leite, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes; produtos constituídos por componentes naturais do leite, mesmo adicionados de açúcar ou de outros edulcorantes, não especificados nem compreendidos noutras posições.";
04.05;"Manteiga e outras matérias gordas provenientes do leite; pasta de espalhar (pasta de barrar) de produtos provenientes do leite.";
04.06;Queijos e requeijão.;
04.07;Ovos de aves, com casca, frescos, conservados ou cozidos.;
04.08;Ovos de aves, sem casca, e gemas de ovos, frescos, secos, cozidos em água ou vapor, moldados, congelados ou conservados de outro modo, mesmo adicionados de açúcar ou de outros edulcorantes.;
0401.10;- Com um teor, em peso, de matérias gordas, não superior a 1 %;
0401.10.10;Leite UHT (Ultra High Temperature);NT
0401.10.90;Outros;NT
0401.20;- Com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %;
0401.20.10;Leite UHT (Ultra High Temperature);NT
0401.20.90;Outros;NT
0401.40;- Com um teor, em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %;
0401.40.10;Leite;NT
0401.40.2;Creme de leite;
0401.40.21;UHT (Ultra High Temperature);NT
0401.40.29;Outros;NT
0401.50;- Com um teor, em peso, de matérias gordas, superior a 10 %;
0401.50.10;Leite;NT
0401.50.2;Creme de leite;
0401.50.21;UHT (Ultra High Temperature);NT
0401.50.29;Outros;NT
0402.10;- Em pó, grânulos ou outras formas sólidas, com um teor, em peso, de matérias gordas, não superior a 1,5 %;
0402.10.10;Com um teor de arsênio, chumbo ou cobre, considerados isoladamente, inferior a 5 ppm;0
0402.10.90;Outros;0
0402.2;- Em pó, grânulos ou outras formas sólidas, com um teor, em peso, de matérias gordas, superior a 1,5 %:;
0402.21;-- Sem adição de açúcar ou de outros edulcorantes;
0402.21.10;Leite integral;0
0402.21.20;Leite parcialmente desnatado;0
0402.21.30;Creme de leite;0
0402.29;-- Outros;
0402.29.10;Leite integral;0
0402.29.20;Leite parcialmente desnatado;0
0402.29.30;Creme de leite;0
0402.9;- Outros:;
0402.91.00;-- Sem adição de açúcar ou de outros edulcorantes;0
0402.99.00;-- Outros;0
0403.10.00;- Iogurte;NT
0403.90.00;- Outros;NT
0404.10.00;- Soro de leite, modificado ou não, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes;NT
0404.90.00;- Outros;NT
0405.10.00;- Manteiga;0
0405.20.00;- Pasta de espalhar (pasta de barrar) de produtos provenientes do leite;0
0405.90;- Outras;
0405.90.10;Óleo butírico de manteiga (butter oil);0
0405.90.90;Outras;0
0406.10;- Queijos frescos (não curados), incluindo o queijo de soro de leite, e o requeijão;
0406.10.10;Mussarela;0
0406.10.90;Outros;0
0406.20.00;- Queijos ralados ou em pó, de qualquer tipo;0
0406.30.00;- Queijos fundidos, exceto ralados ou em pó;0
0406.40.00;- Queijos de pasta mofada e outros queijos que apresentem veios obtidos utilizando Penicillium roqueforti;0
0406.90;- Outros queijos;
0406.90.10;Com um teor de umidade inferior a 36,0 %, em peso (massa dura);0
0406.90.20;Com um teor de umidade superior ou igual a 36,0 % e inferior a 46,0 %, em peso (massa semidura);0
0406.90.30;Com um teor de umidade superior ou igual a 46,0 % e inferior a 55,0 %, em peso (massa macia);0
0406.90.90;Outros;0
0407.1;- Ovos fertilizados destinados à incubação:;
0407.11.00;-- De aves da espécie Gallus domesticus;NT
0407.19.00;-- Outros;NT
0407.2;- Outros ovos frescos:;
0407.21.00;-- De aves da espécie Gallus domesticus;NT
0407.29.00;-- Outros;NT
0407.90.00;- Outros;0
0408.1;- Gemas de ovos:;
0408.11.00;-- Secas;0
0408.19.00;-- Outras;0
0408.9;- Outros:;
0408.91.00;-- Secos;0
0408.99.00;-- Outros;0
0409.00.00;Mel natural.;NT
0410.00.00;Produtos comestíveis de origem animal, não especificados nem compreendidos noutras posições.;0
05.02;"Cerdas de porco ou de javali; pelos de texugo e outros pelos para escovas, pincéis e artigos semelhantes; desperdícios destas cerdas e pelos.";
05.05;"Peles e outras partes de aves, com as suas penas ou penugem, penas e partes de penas (mesmo aparadas), penugem, em bruto ou simplesmente limpas, desinfetadas ou preparadas tendo em vista a sua conservação; pós e desperdícios de penas ou de partes de penas.";
05.06;"Ossos e núcleos córneos, em bruto, desengordurados ou simplesmente preparados (mas não cortados sob forma determinada), acidulados ou degelatinados; pós e desperdícios destas matérias.";
05.07;"Marfim, carapaças de tartaruga, barbas, incluindo as franjas, de baleia ou de outros mamíferos marinhos, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; pós e desperdícios destas matérias.";
05.11;"Produtos de origem animal, não especificados nem compreendidos noutras posições; animais mortos dos Capítulos 1 ou 3, impróprios para alimentação humana.";
0501.00.00;"Cabelos em bruto, mesmo lavados ou desengordurados; desperdícios de cabelo.";NT
0502.10;- Cerdas de porco ou de javali e seus desperdícios;
0502.10.1;Cerdas de porco;
0502.10.11;Lavadas, alvejadas ou desengorduradas, mesmo tintas;NT
0502.10.19;Outras;NT
0502.10.90;Outros;NT
0502.90;- Outros;
0502.90.10;Pelos;NT
0502.90.20;Desperdícios;NT
0504.00;Tripas, bexigas e estômagos, de animais, inteiros ou em pedaços, exceto de peixes, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados.;
0504.00.1;Tripas;
0504.00.11;De bovinos;NT
0504.00.12;De ovinos;NT
0504.00.13;De suínos;NT
0504.00.19;Outras;NT
0504.00.90;Outros;NT
0505.10.00;"- Penas dos tipos utilizados para enchimento ou estofamento; penugem";NT
0505.90.00;- Outros;NT
0506.10.00;- Osseína e ossos acidulados;NT
0506.90.00;- Outros;NT
0507.10.00;"- Marfim; pó e desperdícios de marfim";NT
0507.90.00;- Outros;NT
0508.00.00;"Coral e matérias semelhantes, em bruto ou simplesmente preparados, mas não trabalhados de outro modo; conchas e carapaças de moluscos, crustáceos ou de equinodermes e ossos de sépias, em bruto ou simplesmente preparados, mas não cortados em forma determinada, seus pós e desperdícios.";NT
0510.00;"Âmbar-cinzento, castóreo, algália e almíscar; cantáridas; bílis, mesmo seca; glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo.";
0510.00.10;Pâncreas de bovino;NT
0510.00.90;Outros;NT
0511.10.00;- Sêmen de bovino;NT
0511.9;- Outros:;
0511.91;"-- Produtos de peixes ou de crustáceos, moluscos ou outros invertebrados aquáticos; animais mortos do Capítulo 3";
0511.91.10;Ovas de peixe fecundadas, para reprodução;NT
0511.91.90;Outros;NT
0511.99;-- Outros;
0511.99.10;Embriões de animais;NT
0511.99.20;Sêmen animal;NT
0511.99.30;Ovos de bicho-da-sêda;NT
0511.99.9;Outros;
0511.99.91;Crinas e seus desperdícios, mesmo em mantas, com ou sem suportes;NT
0511.99.99;Outros;NT
06.01;"Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo, em vegetação ou em flor; mudas, plantas e raízes de chicória, exceto as raízes da posição 12.12.";
06.02;"Outras plantas vivas (incluindo as suas raízes), estacas e enxertos; micélios de cogumelos.";
06.03;Flores e botões de flores, cortados, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo.;
06.04;Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo.;
0601.10.00;- Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo;NT
0601.20.00;"- Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em vegetação ou em flor; mudas, plantas e raízes de chicória";NT
0602.10.00;- Estacas não enraizadas e enxertos;NT
0602.20.00;- Árvores, arbustos e silvados, de frutos comestíveis, enxertados ou não;NT
0602.30.00;- Rododendros e azaleias, enxertados ou não;NT
